"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"1.49","110.9918","0.124175","0.07700001","0.005","1.49","116.8569","0.1241875","0.068","0.007","1.49","212.9078","0.2484","0.123","0.009000001","1.49","200.4862","0.2483812","0.135","0.008"
"1.5","111.6435","0.1250187","0.07700001","0.005","1.5","117.5324","0.1250125","0.06900001","0.007","1.5","214.2588","0.2500938","0.124","0.01","1.5","201.718","0.2500063","0.136","0.008"
"1.51","112.2554","0.1258625","0.078","0.005","1.51","118.2159","0.1258563","0.06900001","0.007","1.51","215.6575","0.2517813","0.125","0.01","1.51","202.9101","0.2516688","0.136","0.008"
"1.52","112.8594","0.1266937","0.078","0.005","1.52","118.9073","0.1267062","0.07","0.007","1.52","217.0563","0.2534125","0.126","0.01","1.52","204.0863","0.2533625","0.137","0.008"
"1.53","113.5111","0.1275125","0.079","0.005","1.53","119.5987","0.1275375","0.07","0.007","1.53","218.3914","0.2550625","0.127","0.01","1.53","205.3181","0.25505","0.138","0.008"
"1.54","114.2184","0.1283187","0.079","0.005","1.54","120.3219","0.1283688","0.071","0.007","1.54","219.6709","0.2567437","0.128","0.01","1.54","206.6374","0.2567","0.139","0.008"
"1.55","114.9257","0.1291437","0.08000001","0.005","1.55","121.0848","0.1292062","0.071","0.007","1.55","220.9584","0.2584313","0.129","0.01","1.55","207.9884","0.258325","0.14","0.008"
"1.56","115.6251","0.1299875","0.08000001","0.005","1.56","121.8319","0.1300562","0.072","0.007","1.56","222.2697","0.2601125","0.13","0.01","1.56","209.2918","0.2600062","0.141","0.008"
"1.57","116.3403","0.1308312","0.081","0.005","1.57","122.5074","0.1308938","0.072","0.007","1.57","223.6446","0.2617438","0.13","0.01","1.57","210.4918","0.2616937","0.142","0.008"
"1.58","117.0158","0.131675","0.081","0.005","1.58","123.1432","0.1317125","0.07300001","0.007","1.58","225.091","0.2633875","0.131","0.01","1.58","211.7077","0.2633875","0.143","0.008"
"1.59","117.6357","0.1325125","0.082","0.006","1.59","123.8187","0.132525","0.07300001","0.007","1.59","226.5374","0.2650625","0.132","0.01","1.59","212.9952","0.2650437","0.144","0.008"
"1.6","118.2318","0.13335","0.082","0.006","1.6","124.5181","0.1333437","0.074","0.007","1.6","227.9043","0.2667625","0.133","0.01","1.6","214.3939","0.2666687","0.145","0.009000001"
"1.61","118.8755","0.1341937","0.083","0.006","1.61","125.2174","0.1341875","0.074","0.007","1.61","229.2156","0.2684437","0.134","0.01","1.61","215.7927","0.2683375","0.146","0.009000001"
"1.62","119.5749","0.1350313","0.083","0.006","1.62","125.9406","0.1350375","0.075","0.007","1.62","230.519","0.270075","0.135","0.01","1.62","217.0881","0.2700312","0.147","0.009000001"
"1.63","120.314","0.13585","0.08400001","0.006","1.63","126.6877","0.1358625","0.075","0.007","1.63","231.7667","0.2717125","0.136","0.01","1.63","218.304","0.2717313","0.147","0.009000001"
"1.64","121.069","0.1366562","0.08400001","0.006","1.64","127.4665","0.1367062","0.07600001","0.007","1.64","233.0303","0.2733875","0.137","0.01","1.64","219.4643","0.2733875","0.148","0.009000001"
"1.65","121.8398","0.137475","0.085","0.006","1.65","128.2612","0.1375562","0.07600001","0.008","1.65","234.3337","0.2750875","0.138","0.01","1.65","220.6405","0.2750062","0.149","0.009000001"
"1.66","122.5154","0.1383125","0.085","0.006","1.66","129.0321","0.1383937","0.07600001","0.008","1.66","235.6688","0.2767812","0.138","0.011","1.66","221.8723","0.276675","0.15","0.009000001"
"1.67","123.0796","0.1391687","0.086","0.006","1.67","129.7394","0.1392312","0.07700001","0.008","1.67","237.0358","0.2784125","0.139","0.011","1.67","223.1836","0.2783625","0.151","0.009000001"
"1.68","123.6359","0.14","0.086","0.006","1.68","130.3673","0.1400438","0.07700001","0.008","1.68","238.4027","0.28005","0.14","0.011","1.68","224.5188","0.2800625","0.152","0.009000001"
"1.69","124.2876","0.1408375","0.087","0.006","1.69","130.9951","0.1408563","0.078","0.008","1.69","239.8173","0.2817187","0.141","0.011","1.69","225.838","0.2817125","0.153","0.009000001"
"1.7","124.9949","0.141675","0.087","0.006","1.7","131.7024","0.141675","0.078","0.008","1.7","241.2319","0.283425","0.142","0.011","1.7","227.0858","0.283325","0.154","0.009000001"
"1.71","125.7181","0.1425187","0.08800001","0.006","1.71","132.4336","0.142525","0.079","0.008","1.71","242.583","0.2851062","0.143","0.011","1.71","228.2937","0.2849875","0.155","0.009000001"
"1.72","126.4175","0.1433562","0.08800001","0.006","1.72","133.1488","0.1433688","0.079","0.008","1.72","243.8625","0.2867437","0.144","0.011","1.72","229.462","0.2866812","0.156","0.009000001"
"1.73","127.0612","0.1441813","0.089","0.006","1.73","133.8482","0.1442062","0.08000001","0.008","1.73","245.1738","0.2883937","0.145","0.011","1.73","230.6461","0.2883875","0.157","0.009000001"
"1.74","127.6016","0.1449875","0.089","0.006","1.74","134.5555","0.1450375","0.08000001","0.008","1.74","246.5328","0.2900812","0.145","0.011","1.74","231.9018","0.2900437","0.158","0.009000001"
"1.75","128.0785","0.1458187","0.09","0.006","1.75","135.2469","0.145875","0.081","0.008","1.75","247.8759","0.2917625","0.146","0.011","1.75","233.229","0.2916687","0.158","0.009000001"
"1.76","128.6109","0.1466687","0.09","0.006","1.76","135.9065","0.1467187","0.081","0.008","1.76","249.1792","0.2934375","0.147","0.011","1.76","234.5244","0.2933375","0.159","0.009000001"
"1.77","129.2229","0.1475125","0.09100001","0.006","1.77","136.5185","0.14755","0.082","0.008","1.77","250.5064","0.2950625","0.148","0.011","1.77","235.788","0.2950312","0.16","0.009000001"
"1.78","129.9222","0.1483437","0.09100001","0.006","1.78","137.1622","0.1483687","0.082","0.008","1.78","251.8892","0.2967062","0.149","0.011","1.78","237.0675","0.2967125","0.161","0.009000001"
"1.79","130.6693","0.149175","0.09200001","0.006","1.79","137.8298","0.1491812","0.083","0.008","1.79","253.2879","0.2983812","0.15","0.011","1.79","238.347","0.2983625","0.162","0.009000001"
"1.8","131.472","0.1500062","0.09200001","0.006","1.8","138.553","0.15","0.083","0.008","1.8","254.6628","0.3000875","0.151","0.011","1.8","239.6107","0.2999875","0.163","0.01"
"1.81","132.2667","0.15085","0.093","0.006","1.81","139.2682","0.15085","0.08400001","0.008","1.81","256.0059","0.301775","0.152","0.011","1.81","240.8822","0.3016625","0.164","0.01"
"1.82","133.0137","0.1516812","0.093","0.006","1.82","139.9517","0.1516937","0.08400001","0.008","1.82","257.349","0.3034062","0.153","0.012","1.82","242.2094","0.30335","0.165","0.01"
"1.83","133.7051","0.1525062","0.094","0.006","1.83","140.5795","0.1525313","0.08400001","0.008","1.83","258.6841","0.3050562","0.153","0.012","1.83","243.5446","0.3050375","0.166","0.01"
"1.84","134.325","0.153325","0.094","0.006","1.84","141.2153","0.1533687","0.085","0.008","1.84","259.9875","0.3067437","0.154","0.012","1.84","244.8718","0.3066937","0.167","0.01"
"1.85","134.9211","0.1541438","0.09500001","0.006","1.85","141.9385","0.1542062","0.085","0.008","1.85","261.2511","0.3084438","0.155","0.012","1.85","246.1831","0.308325","0.168","0.01"
"1.86","135.4853","0.1549875","0.09500001","0.006","1.86","142.7333","0.1550563","0.086","0.008","1.86","262.5386","0.310125","0.156","0.012","1.86","247.4944","0.3099937","0.169","0.01"
"1.87","136.0734","0.1558312","0.096","0.006","1.87","143.528","0.1558937","0.086","0.008","1.87","263.8658","0.3117625","0.157","0.012","1.87","248.7024","0.3116875","0.17","0.01"
"1.88","136.7489","0.1566688","0.096","0.006","1.88","144.2671","0.1567125","0.087","0.009000001","1.88","265.2168","0.3133937","0.158","0.012","1.88","249.8388","0.3133875","0.17","0.01"
"1.89","137.4722","0.1575062","0.097","0.006","1.89","144.9505","0.157525","0.087","0.009000001","1.89","266.5838","0.3150688","0.159","0.012","1.89","250.9753","0.3150562","0.171","0.01"
"1.9","138.1477","0.1583437","0.097","0.006","1.9","145.5863","0.15835","0.08800001","0.009000001","1.9","267.8951","0.3167687","0.16","0.012","1.9","252.1515","0.3166687","0.172","0.01"
"1.91","138.7517","0.1591875","0.098","0.006","1.91","146.1824","0.1591937","0.08800001","0.009000001","1.91","269.1905","0.31845","0.16","0.012","1.91","253.3992","0.3183312","0.173","0.01"
"1.92","139.3636","0.1600312","0.098","0.006","1.92","146.7705","0.1600437","0.089","0.009000001","1.92","270.5415","0.3200875","0.161","0.012","1.92","254.6628","0.3200187","0.174","0.01"
"1.93","139.9994","0.16085","0.09900001","0.006","1.93","147.4698","0.160875","0.089","0.009000001","1.93","271.9243","0.321725","0.162","0.012","1.93","255.9344","0.321725","0.175","0.01"
"1.94","140.6511","0.1616625","0.09900001","0.006","1.94","148.2646","0.1617062","0.09","0.009000001","1.94","273.2674","0.3234125","0.163","0.012","1.94","257.2139","0.323375","0.176","0.01"
"1.95","141.263","0.1624812","0.1","0.006","1.95","149.0355","0.1625375","0.09","0.009000001","1.95","274.5549","0.3251125","0.164","0.012","1.95","258.4696","0.325","0.177","0.01"
"1.96","141.867","0.163325","0.1","0.007","1.96","149.6951","0.163375","0.09100001","0.009000001","1.96","275.8503","0.3268","0.165","0.012","1.96","259.7173","0.326675","0.178","0.01"
"1.97","142.4472","0.164175","0.101","0.007","1.97","150.3309","0.1642063","0.09100001","0.009000001","1.97","277.1696","0.3284375","0.166","0.013","1.97","260.973","0.3283625","0.179","0.01"
"1.98","143.0352","0.1650125","0.101","0.007","1.98","151.0223","0.1650375","0.09200001","0.009000001","1.98","278.457","0.330075","0.167","0.013","1.98","262.2684","0.3300563","0.18","0.01"
"1.99","143.6472","0.1658437","0.102","0.007","1.99","151.7455","0.1658562","0.09200001","0.009000001","1.99","279.7286","0.3317562","0.168","0.013","1.99","263.5717","0.3317187","0.18","0.01"
"2","144.3148","0.1666875","0.102","0.007","2","152.4448","0.1666687","0.09200001","0.009000001","2","281.0796","0.3334437","0.168","0.013","2","264.8592","0.3333375","0.181","0.011"
"2.01","145.0141","0.1675313","0.103","0.007","2.01","153.1283","0.1675187","0.093","0.009000001","2.01","282.4942","0.3351187","0.169","0.013","2.01","266.1308","0.3350062","0.182","0.011"
"2.02","145.6817","0.1683687","0.103","0.007","2.02","153.8118","0.1683625","0.093","0.009000001","2.02","283.9327","0.3367437","0.17","0.013","2.02","267.4341","0.3367","0.183","0.011"
"2.03","146.3731","0.1691875","0.104","0.007","2.03","154.5111","0.1692","0.094","0.009000001","2.03","285.3076","0.3383937","0.171","0.013","2.03","268.7216","0.3383937","0.184","0.011"
"2.04","147.1043","0.1699937","0.104","0.007","2.04","155.1866","0.1700375","0.094","0.009000001","2.04","286.5791","0.340075","0.172","0.013","2.04","269.9773","0.3400438","0.185","0.011"
"2.05","147.8513","0.1708062","0.105","0.007","2.05","155.886","0.170875","0.09500001","0.009000001","2.05","287.811","0.3417563","0.173","0.013","2.05","271.2329","0.3416688","0.186","0.011"
"2.06","148.5745","0.17165","0.105","0.007","2.06","156.6331","0.1717187","0.09500001","0.009000001","2.06","289.0746","0.3434375","0.174","0.013","2.06","272.5283","0.34335","0.187","0.011"
"2.07","149.2421","0.1724937","0.106","0.007","2.07","157.3404","0.17255","0.096","0.009000001","2.07","290.4495","0.3450688","0.175","0.013","2.07","273.8635","0.3450375","0.188","0.011"
"2.08","149.862","0.1733375","0.106","0.007","2.08","158","0.1733688","0.096","0.009000001","2.08","291.8561","0.3467062","0.176","0.013","2.08","275.1668","0.346725","0.189","0.011"
"2.09","150.5136","0.174175","0.107","0.007","2.09","158.6755","0.1741875","0.097","0.009000001","2.09","293.231","0.3483937","0.176","0.013","2.09","276.3987","0.348375","0.19","0.011"
"2.1","151.2368","0.1750125","0.107","0.007","2.1","159.3749","0.1750062","0.097","0.009000001","2.1","294.5423","0.3501","0.177","0.013","2.1","277.6146","0.35","0.191","0.011"
"2.11","151.976","0.1758562","0.108","0.007","2.11","160.0901","0.1758562","0.098","0.009000001","2.11","295.8298","0.3517875","0.178","0.013","2.11","278.8782","0.3516687","0.192","0.011"
"2.12","152.6197","0.1766875","0.108","0.007","2.12","160.7736","0.1767","0.098","0.01","2.12","297.1729","0.3534187","0.179","0.014","2.12","280.1657","0.3533687","0.193","0.011"
"2.13","153.1601","0.1775125","0.109","0.007","2.13","161.4491","0.1775375","0.09900001","0.01","2.13","298.5954","0.3550562","0.18","0.014","2.13","281.4531","0.3550625","0.194","0.011"
"2.14","153.6767","0.1783312","0.109","0.007","2.14","162.1087","0.1783687","0.09900001","0.01","2.14","300.0418","0.3567375","0.181","0.014","2.14","282.7009","0.3567187","0.194","0.011"
"2.15","154.2409","0.1791437","0.11","0.007","2.15","162.7843","0.1792187","0.1","0.01","2.15","301.4167","0.358425","0.182","0.014","2.15","283.9327","0.3583375","0.195","0.011"
"2.16","154.8608","0.1799875","0.11","0.007","2.16","163.4598","0.1800625","0.1","0.01","2.16","302.6883","0.3601125","0.183","0.014","2.16","285.1963","0.3600062","0.196","0.011"
"2.17","155.4966","0.1808437","0.111","0.007","2.17","164.1591","0.1809","0.1","0.01","2.17","303.9201","0.3617437","0.184","0.014","2.17","286.5076","0.3617","0.197","0.011"
"2.18","156.1324","0.181675","0.111","0.007","2.18","164.8585","0.1817188","0.101","0.01","2.18","305.1996","0.363375","0.185","0.014","2.18","287.8189","0.3634","0.198","0.011"
"2.19","156.7602","0.1825125","0.112","0.007","2.19","165.5896","0.182525","0.101","0.01","2.19","306.5189","0.3650562","0.185","0.014","2.19","289.0984","0.3650625","0.199","0.011"
"2.2","157.4039","0.18335","0.112","0.007","2.2","166.289","0.1833437","0.102","0.01","2.2","307.8937","0.3667625","0.186","0.014","2.2","290.3541","0.366675","0.2","0.012"
"2.21","158.0636","0.1842","0.113","0.007","2.21","166.9248","0.1841875","0.102","0.01","2.21","309.2686","0.3684437","0.187","0.014","2.21","291.5939","0.3683375","0.201","0.012"
"2.22","158.7232","0.1850313","0.114","0.007","2.22","167.5288","0.1850313","0.103","0.01","2.22","310.6038","0.370075","0.188","0.014","2.22","292.7939","0.370025","0.202","0.012"
"2.23","159.351","0.1858562","0.114","0.007","2.23","168.2043","0.1858687","0.103","0.01","2.23","311.8912","0.3717187","0.189","0.014","2.23","294.0099","0.371725","0.203","0.012"
"2.24","159.963","0.1866625","0.115","0.007","2.24","168.9514","0.1867062","0.104","0.01","2.24","313.1548","0.3734062","0.19","0.014","2.24","295.2496","0.3733875","0.204","0.012"
"2.25","160.6147","0.1874875","0.115","0.007","2.25","169.6587","0.18755","0.104","0.01","2.25","314.4344","0.3750875","0.191","0.014","2.25","296.5371","0.3750125","0.205","0.012"
"2.26","161.3537","0.1883375","0.116","0.007","2.26","170.3103","0.1883875","0.105","0.01","2.26","315.7298","0.376775","0.192","0.014","2.26","297.8484","0.3766875","0.206","0.012"
"2.27","162.1008","0.1891812","0.116","0.007","2.27","170.9461","0.189225","0.105","0.01","2.27","317.0808","0.3784062","0.193","0.014","2.27","299.1358","0.378375","0.207","0.012"
"2.28","162.7922","0.1900125","0.117","0.007","2.28","171.6137","0.1900437","0.106","0.01","2.28","318.416","0.3800437","0.193","0.015","2.28","300.3518","0.3800562","0.208","0.012"
"2.29","163.4598","0.19085","0.117","0.007","2.29","172.2733","0.1908562","0.106","0.01","2.29","319.7034","0.381725","0.194","0.015","2.29","301.5757","0.3817125","0.208","0.012"
"2.3","164.1353","0.1916813","0.117","0.007","2.3","172.925","0.191675","0.107","0.01","2.3","320.967","0.383425","0.195","0.015","2.3","302.7995","0.3833312","0.209","0.012"
"2.31","164.8426","0.1925187","0.118","0.008","2.31","173.5926","0.1925187","0.107","0.01","2.31","322.2625","0.3851","0.196","0.015","2.31","304.0632","0.385","0.21","0.012"
"2.32","165.5658","0.1933562","0.118","0.008","2.32","174.2681","0.193375","0.108","0.01","2.32","323.6294","0.3867375","0.197","0.015","2.32","305.3268","0.3866875","0.211","0.012"
"2.33","166.2254","0.1941812","0.119","0.008","2.33","174.9595","0.1942","0.108","0.01","2.33","325.0519","0.3883875","0.198","0.015","2.33","306.5825","0.3883875","0.212","0.012"
"2.34","166.8056","0.1949937","0.119","0.008","2.34","175.635","0.1950375","0.109","0.01","2.34","326.4507","0.390075","0.199","0.015","2.34","307.7984","0.3900437","0.213","0.012"
"2.35","167.3381","0.1958125","0.12","0.008","2.35","176.3264","0.195875","0.109","0.011","2.35","327.7938","0.3917625","0.2","0.015","2.35","309.0143","0.391675","0.214","0.012"
"2.36","167.8546","0.1966625","0.12","0.008","2.36","177.0973","0.1967125","0.11","0.011","2.36","329.0733","0.3934437","0.201","0.015","2.36","310.278","0.3933437","0.215","0.012"
"2.37","168.4109","0.1975125","0.121","0.008","2.37","177.9159","0.19755","0.11","0.011","2.37","330.3369","0.3950813","0.202","0.015","2.37","311.6369","0.3950375","0.216","0.012"
"2.38","168.9831","0.1983437","0.121","0.008","2.38","178.655","0.1983687","0.11","0.011","2.38","331.5926","0.3967063","0.202","0.015","2.38","313.0356","0.3967312","0.217","0.012"
"2.39","169.5792","0.199175","0.122","0.008","2.39","179.2908","0.1991875","0.111","0.011","2.39","332.8323","0.3983812","0.203","0.015","2.39","314.347","0.3983875","0.218","0.013"
"2.4","170.1911","0.2000062","0.122","0.008","2.4","179.9107","0.2000125","0.111","0.011","2.4","334.08","0.4000812","0.204","0.015","2.4","315.5788","0.4","0.219","0.013"
"2.41","170.8508","0.20085","0.123","0.008","2.41","180.5464","0.2008562","0.112","0.011","2.41","335.3437","0.401775","0.205","0.015","2.41","316.7788","0.4016625","0.219","0.013"
"2.42","171.5024","0.2016875","0.123","0.008","2.42","181.2299","0.2017062","0.112","0.011","2.42","336.6152","0.4034125","0.206","0.015","2.42","317.9868","0.40335","0.22","0.013"
"2.43","172.0905","0.2025062","0.124","0.008","2.43","181.9213","0.2025375","0.113","0.011","2.43","337.863","0.40505","0.207","0.016","2.43","319.2027","0.40505","0.221","0.013"
